Date,Open,High,Low,Close,Adj Close,Volume
2011-02-08,120.879997,121.300003,120.599998,121.279999,100.002045,153500
2011-02-09,120.980003,121.279999,120.459999,120.980003,99.754692,139600
2011-02-10,120.400002,121.160004,120.160004,121.019997,99.787689,125200
2011-02-11,120.599998,121.919998,120.559998,121.779999,100.414337,149200
2011-02-14,121.720001,122.139999,121.580002,122.080002,100.661690,92200
2011-02-15,121.720001,121.860001,121.379997,121.639999,100.298882,82100
2011-02-16,122.099998,122.599998,121.980003,122.419998,100.942039,94300
2011-02-17,122.059998,122.959999,121.959999,122.879997,101.321342,158200
2011-02-18,122.959999,123.220001,122.680000,123.080002,101.486282,120800
2011-02-22,121.680000,122.379997,120.239998,120.559998,99.408379,288400
2011-02-23,120.500000,120.760002,119.099998,119.879997,98.847664,276000
2011-02-24,119.660004,120.160004,118.660004,119.760002,98.748718,241300
2011-02-25,120.339996,121.120003,120.199997,121.059998,99.820648,106300
2011-02-28,121.540001,121.940002,121.160004,121.779999,100.414337,208300
2011-03-01,122.279999,122.300003,119.699997,119.699997,98.699234,235300
2011-03-02,119.620003,120.559998,119.500000,120.040001,98.979614,176300
2011-03-03,121.080002,122.239998,121.080002,122.099998,100.678185,136400
2011-03-04,122.059998,122.059998,120.400002,121.199997,99.936073,168200
2011-03-07,121.599998,121.739998,119.599998,120.139999,99.062057,155200
2011-03-08,120.419998,121.620003,119.959999,121.260002,99.985580,106300
2011-03-09,121.059998,121.379997,120.500000,121.120003,99.870140,116400
2011-03-10,119.879997,119.879997,118.760002,118.900002,98.039635,267800
2011-03-11,118.400002,120.139999,118.400002,119.699997,98.699234,134300
2011-03-14,118.959999,119.260002,118.059998,119.000000,98.122055,146100
2011-03-15,115.820000,118.239998,115.620003,117.680000,97.033638,346800
2011-03-16,117.260002,117.559998,114.639999,115.440002,95.186653,339900
2011-03-17,117.139999,117.400002,116.239998,116.879997,96.374001,176200
2011-03-18,118.400002,118.400002,117.139999,117.379997,96.786285,127700
2011-03-21,118.839996,119.379997,118.680000,119.160004,98.253990,136100
2011-03-22,119.180000,119.300003,118.699997,118.739998,97.907677,137800
2011-03-23,118.519997,119.419998,117.940002,119.120003,98.221016,204100
2011-03-24,119.820000,120.379997,119.199997,120.239998,99.144524,110800
2011-03-25,120.019997,120.580002,119.779999,120.059998,99.439354,134300
2011-03-28,120.379997,120.639999,119.760002,119.800003,99.224037,166100
2011-03-29,119.699997,120.620003,119.300003,120.580002,99.870064,110900
2011-03-30,121.239998,121.739998,121.120003,121.400002,100.549202,105500
2011-03-31,121.300003,121.559998,121.099998,121.239998,100.416695,127500
2011-04-01,122.120003,122.339996,121.500000,121.800003,100.880539,70400
2011-04-04,122.099998,122.260002,121.519997,121.860001,100.930222,78800
2011-04-05,121.559998,122.320000,121.559998,121.860001,100.930222,204900
2011-04-06,122.480003,122.500000,121.779999,122.220001,101.228394,142900
2011-04-07,122.059998,122.500000,121.360001,122.000000,101.046158,107100
2011-04-08,122.500000,122.519997,121.019997,121.540001,100.665169,86800
2011-04-11,121.680000,122.019997,120.919998,121.120003,100.317329,139600
2011-04-12,120.500000,120.599998,119.800003,120.239998,99.588478,104800
2011-04-13,120.839996,120.900002,119.800003,120.279999,99.621582,185100
2011-04-14,119.580002,120.500000,119.160004,120.300003,99.638168,78400
2011-04-15,120.500000,121.040001,120.220001,120.720001,99.986023,79700
2011-04-18,119.300003,119.599998,118.440002,119.400002,98.892746,151600
2011-04-19,119.620003,120.139999,119.320000,120.139999,99.505638,78900
2011-04-20,121.580002,121.980003,121.480003,121.760002,100.847389,173200
2011-04-21,122.379997,122.379997,121.940002,122.300003,101.294640,197800
2011-04-25,122.320000,122.400002,121.820000,122.180000,101.195274,99000
2011-04-26,122.620003,123.500000,122.519997,123.239998,102.073204,85000
2011-04-27,123.559998,124.239998,123.000000,124.040001,102.735809,72800
2011-04-28,123.900002,124.599998,123.860001,124.440002,103.067108,66000
2011-04-29,124.500000,124.879997,124.419998,124.800003,103.365273,99000
2011-05-02,125.440002,125.440002,124.320000,124.519997,103.133354,131000
2011-05-03,124.360001,124.519997,123.500000,124.120003,102.802025,66500
2011-05-04,124.099998,124.099998,122.779999,123.279999,102.106323,107000
2011-05-05,122.620003,123.360001,121.639999,122.199997,101.211823,98900
2011-05-06,123.480003,124.000000,122.279999,122.779999,101.692223,138500
2011-05-09,122.800003,123.580002,122.580002,123.279999,102.106323,66000
2011-05-10,123.660004,124.480003,123.519997,124.300003,102.951149,175500
2011-05-11,124.120003,124.120003,122.419998,122.980003,101.857857,174400
2011-05-12,122.680000,123.739998,122.019997,123.639999,102.404503,113500
2011-05-13,123.620003,123.699997,122.199997,122.559998,101.510002,126400
2011-05-16,122.199997,123.019997,121.620003,121.800003,100.880539,113500
2011-05-17,121.360001,121.860001,120.919998,121.779999,100.863968,142400
2011-05-18,121.900002,122.980003,121.680000,122.919998,101.808144,70500
2011-05-19,123.339996,123.459999,122.639999,123.080002,101.940704,266600
2011-05-20,122.860001,123.000000,122.000000,122.260002,101.261497,95400
2011-05-23,120.699997,121.160004,120.400002,120.800003,100.052269,136200
2011-05-24,121.160004,121.360001,120.519997,120.699997,99.969452,89600
2011-05-25,120.160004,121.500000,120.160004,121.099998,100.300751,62300
2011-05-26,120.779999,121.800003,120.540001,121.580002,100.698311,60400
2011-05-27,121.980003,122.400002,121.860001,122.120003,101.145569,47600
2011-05-31,123.300003,123.360001,122.419998,123.339996,102.156036,172500
2011-06-01,123.040001,123.040001,120.540001,120.599998,99.886627,222000
2011-06-02,120.699997,120.919998,119.820000,120.459999,99.770668,211800
2011-06-03,119.000000,120.180000,119.000000,119.300003,98.809914,148400
2011-06-06,119.059998,119.180000,117.940002,118.040001,97.766312,113200
2011-06-07,118.519997,118.940002,117.860001,117.879997,97.633774,203700
2011-06-08,117.699997,118.080002,117.260002,117.400002,97.236221,87600
2011-06-09,117.779999,118.779999,117.459999,118.300003,97.981659,43300
2011-06-10,117.839996,117.860001,116.400002,116.639999,96.606758,106700
2011-06-13,116.900002,117.220001,116.180000,116.720001,96.673027,77900
2011-06-14,117.820000,118.660004,117.820000,118.220001,97.915398,75400
2011-06-15,117.279999,117.559998,115.900002,116.160004,96.209221,79700
2011-06-16,116.199997,116.900002,115.540001,116.379997,96.391403,66000
2011-06-17,117.480003,117.500000,116.379997,116.699997,96.656464,58800
2011-06-20,116.339996,117.559998,116.320000,117.360001,97.203087,53700
2011-06-21,117.940002,119.160004,117.839996,118.959999,98.528305,132400
2011-06-22,118.660004,119.260002,118.199997,118.260002,97.948517,106000
2011-06-23,116.839996,117.900002,116.000000,117.860001,97.617226,260700
2011-06-24,117.320000,117.360001,115.800003,116.000000,96.543617,114500
2011-06-27,116.080002,117.419998,115.820000,116.980003,97.359207,77800
2011-06-28,117.480003,118.519997,117.360001,118.480003,98.607643,59500
2011-06-29,119.099998,119.699997,118.660004,119.540001,99.489838,125300
2011-06-30,119.940002,120.839996,119.820000,120.680000,100.438629,124800
2011-07-01,120.739998,122.599998,120.540001,122.500000,101.953384,139500
2011-07-05,122.400002,122.599998,122.000000,122.300003,101.786911,91800
2011-07-06,122.080002,122.639999,121.760002,122.480003,101.936729,94800
2011-07-07,123.580002,124.099998,123.379997,123.820000,103.051956,195400
2011-07-08,122.400002,122.980003,122.019997,122.980003,102.352867,105600
2011-07-11,121.440002,121.839996,120.440002,120.699997,100.455299,92700
2011-07-12,120.459999,121.419998,120.160004,120.160004,100.005875,132400
2011-07-13,120.820000,121.820000,120.320000,120.580002,100.355400,129700
2011-07-14,120.919998,121.379997,119.519997,119.800003,99.706253,55900
2011-07-15,120.459999,120.580002,119.639999,120.459999,100.255547,40300
2011-07-18,119.940002,120.019997,118.559998,119.440002,99.406624,94000
2011-07-19,120.139999,121.480003,120.080002,121.379997,101.021233,233300
2011-07-20,121.760002,121.779999,121.160004,121.379997,101.021233,90700
2011-07-21,122.000000,123.239998,121.779999,123.000000,102.369499,234200
2011-07-22,123.000000,123.199997,122.400002,123.099998,102.452728,90200
2011-07-25,121.879997,123.000000,121.800003,122.400002,101.870132,183600
2011-07-26,122.320000,122.500000,121.680000,121.879997,101.437363,138800
2011-07-27,121.199997,121.239998,119.300003,119.459999,99.423256,470300
2011-07-28,119.419998,120.480003,118.959999,119.120003,99.140320,169100
2011-07-29,117.959999,119.360001,117.440002,118.199997,98.374588,194600
2011-08-01,119.779999,119.820000,116.680000,117.779999,98.025047,435900
2011-08-02,116.959999,117.500000,114.779999,114.839996,95.578156,258400
2011-08-03,114.959999,115.540001,112.980003,115.419998,96.060860,380500
2011-08-04,113.879997,113.959999,109.839996,110.019997,91.566628,504200
2011-08-05,111.379997,111.660004,106.940002,109.779999,91.366875,538400
2011-08-08,106.019997,108.239998,102.540001,102.739998,85.507668,790300
2011-08-09,104.400002,107.400002,100.919998,107.339996,89.336128,579800
2011-08-10,105.459999,106.300003,102.480003,102.680000,85.457718,403100
2011-08-11,103.720001,108.699997,103.260002,107.180000,89.202980,919300
2011-08-12,108.480003,109.000000,107.320000,108.040001,89.918694,307200
2011-08-15,109.099998,110.400002,108.860001,110.260002,91.766350,225900
2011-08-16,109.220001,110.360001,108.239998,109.320000,90.984009,263800
2011-08-17,110.000000,110.800003,108.599998,109.440002,91.083908,160500
2011-08-18,106.580002,106.699997,103.739998,104.900002,87.305367,524000
2011-08-19,103.360001,105.820000,102.839996,102.900002,85.640823,1438400
2011-08-22,105.320000,105.379997,102.779999,102.980003,85.707428,246400
2011-08-23,103.519997,106.580002,103.000000,106.540001,88.670288,301900
2011-08-24,106.320000,108.080002,106.059998,108.000000,89.885437,151000
2011-08-25,108.720001,109.180000,105.620003,106.379997,88.537132,294100
2011-08-26,105.660004,108.279999,104.019997,107.779999,89.702324,197500
2011-08-29,109.339996,110.959999,109.239998,110.919998,92.315666,159000
2011-08-30,110.500000,111.919998,109.660004,111.120003,92.482109,129900
2011-08-31,111.980003,112.900002,110.919998,111.680000,92.948181,214900
2011-09-01,111.739998,112.800003,110.540001,110.599998,92.049347,274900
2011-09-02,108.320000,108.839996,107.400002,107.739998,89.669029,150300
2011-09-06,104.720001,107.139999,104.639999,107.000000,89.053131,197900
2011-09-07,108.720001,110.040001,108.300003,110.019997,91.566628,199700
2011-09-08,109.339996,110.580002,108.680000,108.860001,90.601151,115600
2011-09-09,107.660004,107.940002,105.440002,106.000000,88.220856,174200
2011-09-12,104.699997,106.760002,104.360001,106.760002,88.853424,161300
2011-09-13,107.099998,108.059998,106.379997,107.639999,89.585808,193500
2011-09-14,108.260002,110.459999,106.760002,109.160004,90.850861,459000
2011-09-15,110.339996,111.099998,109.419998,111.040001,92.415543,128700
2011-09-16,111.440002,112.059998,110.699997,111.699997,92.964821,79000
2011-09-19,109.860001,111.099998,109.180000,110.660004,92.099266,82100
2011-09-20,111.120003,112.139999,110.440002,110.480003,91.949463,154500
2011-09-21,110.599998,110.860001,107.139999,107.139999,89.169655,139000
2011-09-22,104.199997,105.000000,102.379997,103.779999,86.373230,420500
2011-09-23,102.599998,104.320000,102.459999,103.680000,86.774963,329200
2011-09-26,104.720001,106.339996,103.320000,106.199997,88.884064,193800
2011-09-27,108.440002,109.279999,106.860001,107.419998,89.905182,617500
2011-09-28,107.699997,108.239998,105.080002,105.279999,88.114082,197300
2011-09-29,107.059998,107.459999,104.160004,106.040001,88.750175,119300
2011-09-30,104.559998,105.480003,103.379997,103.519997,86.641052,183300
2011-10-03,102.820000,104.080002,100.339996,100.339996,83.979553,333100
2011-10-04,99.139999,102.820000,98.239998,102.540001,85.820854,285600
2011-10-05,102.879997,104.820000,102.000000,104.580002,87.528236,281000
2011-10-06,104.519997,106.620003,103.760002,106.599998,89.218864,583800
2011-10-07,107.160004,107.160004,105.180000,105.779999,88.532555,627100
2011-10-10,107.739998,109.360001,107.660004,109.360001,91.528816,168200
2011-10-11,108.760002,109.720001,108.599998,109.320000,91.495377,663200
2011-10-12,110.279999,111.599998,110.000000,110.320000,92.332344,509100
2011-10-13,109.699997,110.440002,108.900002,110.160004,92.198395,364000
2011-10-14,111.500000,112.059998,110.919998,111.980003,93.721657,423400
2011-10-17,111.480003,111.599998,109.639999,109.879997,91.964050,309600
2011-10-18,109.839996,112.839996,109.000000,112.080002,93.805359,259100
2011-10-19,111.839996,112.480003,110.400002,110.680000,92.633629,107900
2011-10-20,111.000000,111.480003,109.599998,111.180000,93.052094,68200
2011-10-21,112.500000,113.419998,112.239998,113.320000,94.843170,87200
2011-10-24,113.559998,114.959999,113.440002,114.760002,96.048386,138500
2011-10-25,114.180000,114.180000,112.239998,112.540001,94.190361,102400
2011-10-26,113.760002,114.059998,111.800003,113.620003,95.094254,1922200
2011-10-27,116.779999,118.300003,115.800003,117.540001,98.375099,309200
2011-10-28,117.040001,117.779999,116.879997,117.660004,98.475540,693600
2011-10-31,116.260002,116.339996,114.639999,114.639999,95.947937,153400
2011-11-01,111.540001,112.900002,111.160004,111.599998,93.403618,307100
2011-11-02,113.260002,113.760002,112.320000,113.360001,94.876648,122600
2011-11-03,114.639999,115.680000,113.040001,115.459999,96.634239,173600
2011-11-04,114.459999,114.900002,113.419998,114.800003,96.081856,147400
2011-11-07,114.639999,115.519997,113.639999,115.459999,96.634239,79500
2011-11-08,116.099998,117.019997,115.019997,116.839996,97.789230,135700
2011-11-09,114.239998,114.720001,112.400002,112.620003,94.257301,246800
2011-11-10,114.099998,114.199997,112.620003,113.639999,95.110992,121800
2011-11-11,115.040001,116.099998,115.019997,115.860001,96.969025,132600
2011-11-14,115.419998,115.480003,114.220001,114.739998,96.031639,359500
2011-11-15,114.519997,115.919998,114.120003,115.339996,96.533806,402200
2011-11-16,114.199997,115.459999,113.320000,113.480003,94.977081,91900
2011-11-17,113.260002,113.540001,110.919998,111.660004,93.453835,989900
2011-11-18,112.019997,112.180000,111.099998,111.500000,93.319923,188100
2011-11-21,109.900002,110.059998,108.480003,109.500000,91.646019,236700
2011-11-22,109.199997,109.800003,108.379997,108.919998,91.160599,263300
2011-11-23,108.000000,108.019997,106.599998,106.620003,89.235603,249100
2011-11-25,106.400002,107.580002,106.300003,106.300003,88.967773,75600
2011-11-28,109.260002,109.820000,108.639999,109.480003,91.629265,155500
2011-11-29,109.760002,110.500000,109.400002,109.800003,91.897118,134900
2011-11-30,112.900002,114.480003,112.620003,114.300003,95.663383,424400
2011-12-01,114.139999,114.839996,113.820000,114.220001,95.596405,107300
2011-12-02,115.400002,115.680000,114.139999,114.160004,95.546204,127300
2011-12-05,116.000000,116.279999,114.720001,115.400002,96.584038,194500
2011-12-06,115.379997,116.199997,115.019997,115.500000,96.667732,67600
2011-12-07,115.099998,116.320000,114.360001,115.879997,96.985741,86600
2011-12-08,115.019997,115.260002,113.080002,113.379997,94.893379,93400
2011-12-09,113.879997,115.540001,113.800003,115.300003,96.500328,882200
2011-12-12,114.279999,114.279999,112.660004,113.639999,95.110992,127200
2011-12-13,114.220001,114.760002,112.000000,112.559998,94.207092,162800
2011-12-14,112.099998,112.500000,111.099998,111.300003,93.152504,945100
2011-12-15,112.519997,112.620003,111.559998,111.720001,93.504059,82500
2011-12-16,112.519997,113.099998,111.639999,111.800003,93.570984,1480000
2011-12-19,112.279999,112.500000,110.440002,110.660004,92.616875,454100
2011-12-20,112.339996,114.160004,112.339996,113.959999,95.378822,143800
2011-12-21,113.900002,114.379997,113.019997,114.300003,95.663383,182600
2011-12-22,114.699997,115.379997,114.500000,115.379997,96.567268,1439800
2011-12-23,114.959999,115.680000,114.760002,115.599998,97.330078,256400
2011-12-27,115.379997,118.000000,115.360001,115.720001,97.431122,388600
2011-12-28,115.720001,115.720001,114.099998,114.300003,96.235550,180300
2011-12-29,114.620003,118.160004,114.519997,115.339996,97.111198,259100
2011-12-30,115.320000,115.559998,114.900002,114.900002,96.740715,254300
2012-01-03,116.900002,117.459999,116.599998,116.599998,98.172043,163200
2012-01-04,116.440002,116.919998,115.959999,116.800003,98.340446,448400
2012-01-05,116.279999,117.300003,115.680000,117.180000,98.660408,253500
2012-01-06,117.300003,117.300003,116.480003,116.940002,98.458321,166900
2012-01-09,117.139999,117.239998,116.540001,117.120003,98.609886,177000
2012-01-10,118.360001,118.540001,117.980003,118.120003,99.451836,261200
2012-01-11,117.779999,118.339996,117.559998,118.239998,99.552841,203800
2012-01-12,118.519997,118.639999,117.580002,118.500000,99.771759,202200
2012-01-13,117.699997,118.000000,116.820000,118.000000,99.350784,147200
2012-01-17,118.980003,119.180000,118.059998,118.320000,99.620216,324200
2012-01-18,118.320000,119.639999,118.099998,119.639999,100.731606,172100
2012-01-19,120.000000,120.339996,119.720001,120.279999,101.270447,224500
2012-01-20,120.080002,120.339996,119.779999,120.279999,101.270447,345200
2012-01-23,120.279999,120.980003,119.860001,120.400002,101.371475,130900
2012-01-24,119.680000,120.300003,119.480003,120.220001,101.219933,203100
2012-01-25,120.080002,121.540001,119.639999,121.279999,102.112404,254000
2012-01-26,121.860001,122.000000,120.160004,120.660004,101.590408,137600
2012-01-27,120.040001,120.779999,120.000000,120.500000,101.455681,104100
2012-01-30,119.400002,120.199997,118.980003,120.099998,101.118889,329600
2012-01-31,120.800003,120.919998,119.599998,120.040001,101.068359,157400
2012-02-01,121.000000,121.739998,120.860001,121.180000,102.028198,99000
2012-02-02,121.440002,121.660004,120.959999,121.419998,102.230278,143000
2012-02-03,122.599998,123.139999,122.379997,123.139999,103.678436,223100
2012-02-06,122.580002,123.019997,122.400002,122.959999,103.526878,150200
2012-02-07,122.760002,123.519997,122.279999,123.339996,103.846832,164200
2012-02-08,123.400002,123.699997,122.879997,123.599998,104.065750,259700
2012-02-09,123.900002,124.019997,123.139999,123.739998,104.183617,259000
2012-02-10,122.680000,123.000000,122.440002,122.900002,103.476379,123500
2012-02-13,123.779999,123.980003,123.300003,123.839996,104.267807,230400
2012-02-14,123.500000,123.720001,122.860001,123.660004,104.116264,203400
2012-02-15,124.099998,124.239998,122.879997,123.120003,103.661598,188100
2012-02-16,123.120003,124.540001,122.919998,124.459999,104.789818,438500
2012-02-17,124.900002,124.919998,124.320000,124.760002,105.042419,604200
2012-02-21,125.099998,125.360001,124.459999,124.839996,105.109756,758200
2012-02-22,124.599998,124.879997,124.239998,124.419998,104.756149,190900
2012-02-23,124.379997,125.080002,123.959999,125.019997,105.261307,328000
2012-02-24,125.279999,125.500000,125.000000,125.199997,105.412872,162900
2012-02-27,124.440002,125.800003,124.220001,125.419998,105.598091,267800
2012-02-28,125.540001,125.900002,125.279999,125.860001,105.968575,141900
2012-02-29,126.040001,126.400002,125.120003,125.180000,105.396042,229600
2012-03-01,125.639999,126.220001,125.199997,126.000000,106.086433,193400
2012-03-02,125.959999,126.059998,125.360001,125.660004,105.800171,142800
2012-03-05,125.419998,125.480003,124.660004,125.120003,105.345528,667900
2012-03-06,123.800003,123.860001,122.900002,123.160004,103.695282,411100
2012-03-07,123.580002,124.320000,123.459999,124.139999,104.520401,170300
2012-03-08,124.919998,125.599998,124.639999,125.339996,105.530739,253600
2012-03-09,125.620003,126.139999,125.480003,125.820000,105.934875,152900
2012-03-12,125.860001,126.019997,125.419998,125.879997,105.985413,174700
2012-03-13,126.580002,128.179993,126.360001,128.139999,107.888229,192100
2012-03-14,128.199997,128.460007,127.639999,128.039993,107.804047,709900
2012-03-15,128.220001,128.800003,127.879997,128.699997,108.359726,501600
2012-03-16,129.020004,129.100006,128.699997,128.880005,108.511269,272200
2012-03-19,128.880005,129.839996,128.759995,129.419998,108.965927,143500
2012-03-20,128.720001,129.199997,128.360001,129.059998,108.662811,1310800
2012-03-21,129.100006,129.240005,128.600006,128.860001,108.494438,162100
2012-03-22,127.900002,128.240005,127.540001,127.860001,107.652458,633200
2012-03-23,128.059998,128.440002,127.320000,128.360001,108.073441,111900
2012-03-26,128.679993,129.520004,128.660004,129.520004,109.536530,203000
2012-03-27,129.699997,129.779999,129.100006,129.160004,109.232071,573500
2012-03-28,129.119995,129.279999,127.800003,128.539993,108.707733,201300
2012-03-29,127.779999,128.460007,127.260002,128.320007,108.521683,2612000
2012-03-30,128.919998,129.039993,128.240005,128.740005,108.876877,270700
2012-04-02,128.740005,130.119995,128.479996,129.779999,109.756424,374700
2012-04-03,129.539993,129.820007,128.500000,129.279999,109.333572,333800
2012-04-04,128.259995,128.380005,127.540001,127.919998,108.183388,383000
2012-04-05,127.519997,128.279999,127.400002,127.879997,108.149551,722300
